record_id,parcel_id_raw,parcel_id_clean,parcel_id_type,flag_category,flag_reason,current_holder,prior_party,location,area,commission_recommendation,source_volume,source_page,flag_source_csv,notes,transaction_date,price_kshs,needs_manual_review
forest_019,,,named,forest_excision_named_allocation,Land excised from Karura Forest and allocated,Group of companies (Karura matrix),,Karura,85.0 ha,,3,225,forest_excision_case_studies_vol3.csv,reserved use: Excision; instrument: Legal Notice 97 of 16/6/1997,,,1
forest_020,LR 19054 / Grant I.R. 6700/1,19054,lr,forest_excision_named_allocation,Land excised from Kaptagat Forest and allocated,Maria Soti Memorial Trust (trustees Hon. Nicholas K. Biwott & Manu Chandaria),,Kaptagat,161.5 ha,,3,226,forest_excision_case_studies_vol3.csv,reserved use: Purported school; benefited individuals; instrument: Legal Notice 384 of 1994,,,0
forest_021,,,named,forest_excision_named_allocation,Land excised from Kaptagat Forest and allocated,Lt. Gen. Sawe,,Kaptagat,56.54 ha,,3,226,forest_excision_case_studies_vol3.csv,"reserved use: Conditional agricultural freehold (KShs 485,000)",,,1
forest_022,"LR 6442, 6443/2, 6469, 6950/3, 7404",6443/2,multi,forest_excision_named_allocation,Land excised from Mt Elgon Forest and allocated,Kokwo / Kony Multipurpose Co-ops & Kaitaboss Youth Group,,Mt Elgon,,,3,229,forest_excision_case_studies_vol3.csv,reserved use: Cooperative settlement,,,1
forest_023,LR 6950/3,6950/3,lr,forest_excision_named_allocation,Land excised from Mt Elgon Forest and allocated,Kokwo Multi Purpose Co-operative Company Ltd,,Mt Elgon,372.3 ha,,3,229,forest_excision_case_studies_vol3.csv,reserved use: Forestland claim,,,0
forest_024,"LR 5523/2, 19091",5523/2,lr,forest_excision_named_allocation,Land excised from Mt Elgon Forest and allocated,Exchange with late Major General Kipsaita,,Mt Elgon,501.9 ha,,3,229,forest_excision_case_studies_vol3.csv,reserved use: Kitalale forest; instrument: Legal Notice 360 of 1986; 292 of 1994,,,0
forest_025,LR 6992/2,6992/2,lr,forest_excision_named_allocation,Land excised from Mt Elgon Forest and allocated,Ministry of Environment & Natural Resources (from K.L. Sorensen),,Mt Elgon,252.53 ha,,3,229,forest_excision_case_studies_vol3.csv,reserved use: Pulpwood (1975),,,0
forest_026,LR 6950/3 & 6992/2,6950/3,multi,forest_excision_named_allocation,Land excised from Mt Elgon Forest and allocated,Commissioner of Lands (Kabeywan Block),,Mt Elgon,2606.1 ha,,3,230,forest_excision_case_studies_vol3.csv,reserved use: Forestland allocated irregularly,,,1
forest_027,,,named,forest_excision_named_allocation,Land excised from Kiambu Forest and allocated,Pelican Engineering and Construction,,Kiambu,29.68 ha,,3,231,forest_excision_case_studies_vol3.csv,reserved use: Excision; instrument: Legal Notice 260 of 21/7/95; Misc Civil Appl 350/1995,,,1
forest_028,Grant I.R. 67273,IR 67273,file_ref,forest_excision_named_allocation,Land excised from Kiambu Forest and allocated,Wibeso Investment,,Kiambu,25.00 ha,,3,231,forest_excision_case_studies_vol3.csv,reserved use: Excision; title backdated to 1/4/1991; instrument: Legal Notice 56 of 8/6/1999,,,0
forest_029,,,named,forest_excision_named_allocation,Land excised from Kiambu Forest and allocated,Kiambu Women Group,,Kiambu,39.82 ha,,3,231,forest_excision_case_studies_vol3.csv,reserved use: Not degazetted but cleared; instrument: Ref FOR 68/7/62,,,1
forest_030,,,named,forest_excision_named_allocation,Land excised from Kiambu Forest and allocated,Tugirane Project / Kama Agencies (Hon. Kuria Kanyingi),,Kiambu,24.00 ha,,3,231,forest_excision_case_studies_vol3.csv,"reserved use: Flower farming, illegally acquired",,,1
forest_031,,,named,forest_excision_named_allocation,Land excised from Kamiti Forest and allocated,Ting'ang'a Annex 11 Settlement Scheme,,Kamiti,121.2 ha (300 acres),,3,232,forest_excision_case_studies_vol3.csv,"reserved use: Settlement, not degazetted",,,1
forest_032,L.R. 13269 & 12234,13269,lr,forest_excision_named_allocation,Land excised from Mt Kenya Forest and allocated,late Mr. H. Angaine (former Minister of Lands),,Mt Kenya,930.3 ha,,3,233,forest_excision_case_studies_vol3.csv,reserved use: Ontulili Block settlement; instrument: Legal Notice 68/107 of 1975/1977,,,0
forest_033,,,named,forest_excision_named_allocation,Land excised from Mt Kenya Forest and allocated,Gathiuru Settlement,,Mt Kenya,744 ha,,3,233,forest_excision_case_studies_vol3.csv,reserved use: Settlement; instrument: Boundary Plan 175/392,,,1
forest_034,,,named,forest_excision_named_allocation,Land excised from Mt Kenya Forest and allocated,Meru Sirmon Settlement (Ngusichi squatters),,Mt Kenya,796.04 ha,,3,233,forest_excision_case_studies_vol3.csv,reserved use: Settlement; instrument: Legal Notice 29 of 2001,,,1
forest_035,,,named,forest_excision_named_allocation,Land excised from Mt Kenya Forest and allocated,Ndathi Settlement Scheme,,Mt Kenya,912.1 ha,,3,233,forest_excision_case_studies_vol3.csv,reserved use: Settlement; instrument: Legal Notice 149 of 19/10/2001,,,1
forest_036,,,named,forest_excision_named_allocation,Land excised from Mt Kenya Forest and allocated,Sagana Extension Settlement Scheme,,Mt Kenya,717.0 ha,,3,233,forest_excision_case_studies_vol3.csv,reserved use: Settlement; instrument: Legal Notice 147 of 19/10/2001,,,1
forest_037,,,named,forest_excision_named_allocation,Land excised from Mt Kenya Forest and allocated,Magutu Settlement Scheme,,Mt Kenya,196.05 ha,,3,233,forest_excision_case_studies_vol3.csv,reserved use: Settlement; instrument: Ref FD/Z/68/59,,,1
